Time Out,Event,Wilayah,Gender,Metode Pembayaran,Durasi Pembayaran,Premi,Usia
3,0,3,Perempuan,Bulanan,>120,<=2.5jt,31
2,1,3,Perempuan,Bulanan,60-120,<=2.5jt,36
3,1,3,Laki-laki,Bulanan,60-120,<=2.5jt,24
13,0,3,Laki-laki,Tahunan,<=60,2.5jt-10jt,43
6,0,3,Laki-laki,Triwulan,<=60,<=2.5jt,32
12,1,3,Laki-laki,Tahunan,<=60,<=2.5jt,26
1,1,3,Laki-laki,Bulanan,>120,<=2.5jt,38
18,1,3,Laki-laki,Triwulan,<=60,<=2.5jt,28
51,0,3,Laki-laki,Bulanan,>120,<=2.5jt,43
25,0,3,Perempuan,Bulanan,60-120,<=2.5jt,41
6,1,3,Perempuan,Triwulan,<=60,<=2.5jt,18
3,1,3,Laki-laki,Triwulan,<=60,<=2.5jt,29
8,1,2,Laki-laki,Bulanan,>120,<=2.5jt,20
3,0,3,Perempuan,Triwulan,<=60,<=2.5jt,33
6,0,3,Perempuan,Triwulan,<=60,<=2.5jt,41
3,1,3,Perempuan,Bulanan,>120,<=2.5jt,34
1,1,3,Perempuan,Bulanan,>120,<=2.5jt,29
34,0,3,Laki-laki,Bulanan,60-120,<=2.5jt,48
1,1,3,Perempuan,Bulanan,60-120,<=2.5jt,34
4,1,3,Laki-laki,Bulanan,>120,<=2.5jt,27
3,1,2,Perempuan,Triwulan,<=60,<=2.5jt,49
28,0,3,Laki-laki,Triwulan,<=60,<=2.5jt,41
2,1,3,Laki-laki,Bulanan,>120,<=2.5jt,30
7,1,3,Perempuan,Bulanan,>120,<=2.5jt,24
3,1,3,Perempuan,Triwulan,<=60,<=2.5jt,46
39,1,3,Perempuan,Triwulan,<=60,<=2.5jt,47
10,0,3,Laki-laki,Bulanan,60-120,<=2.5jt,30
22,0,3,Perempuan,Bulanan,60-120,<=2.5jt,25
29,0,3,Perempuan,Triwulan,<=60,<=2.5jt,38
1,1,2,Perempuan,Bulanan,>120,<=2.5jt,38
1,1,3,Perempuan,Bulanan,60-120,<=2.5jt,21
12,1,3,Perempuan,Tahunan,<=60,>10jt,21
2,1,3,Perempuan,Bulanan,60-120,<=2.5jt,42
6,1,2,Laki-laki,Triwulan,<=60,2.5jt-10jt,45
6,1,3,Perempuan,Semester,<=60,<=2.5jt,33
12,1,3,Laki-laki,Semester,<=60,<=2.5jt,29
12,1,3,Laki-laki,Triwulan,<=60,<=2.5jt,25
6,0,3,Perempuan,Bulanan,>120,<=2.5jt,36
3,0,3,Perempuan,Triwulan,<=60,<=2.5jt,44
24,0,2,Perempuan,Semester,<=60,<=2.5jt,32
3,1,3,Laki-laki,Triwulan,<=60,<=2.5jt,36
43,0,3,Perempuan,Bulanan,>120,<=2.5jt,36
27,1,3,Laki-laki,Bulanan,>120,<=2.5jt,34
3,1,3,Perempuan,Triwulan,<=60,<=2.5jt,43
37,0,3,Laki-laki,Bulanan,>120,<=2.5jt,38
8,1,3,Perempuan,Bulanan,60-120,<=2.5jt,29
59,0,3,Perempuan,Bulanan,>120,<=2.5jt,50
17,0,3,Perempuan,Bulanan,>120,<=2.5jt,34
58,0,3,Laki-laki,Tahunan,<=60,2.5jt-10jt,40
1,1,3,Perempuan,Bulanan,>120,<=2.5jt,26
2,0,3,Perempuan,Bulanan,60-120,<=2.5jt,49
1,1,3,Perempuan,Bulanan,60-120,<=2.5jt,42
17,0,3,Laki-laki,Bulanan,>120,<=2.5jt,21
2,1,3,Perempuan,Bulanan,60-120,<=2.5jt,41
5,0,3,Laki-laki,Bulanan,>120,<=2.5jt,17
36,1,3,Perempuan,Bulanan,>120,<=2.5jt,44
1,0,3,Perempuan,Bulanan,>120,<=2.5jt,34
1,1,3,Laki-laki,Bulanan,>120,<=2.5jt,37
60,0,3,Laki-laki,Bulanan,60-120,<=2.5jt,32
10,1,3,Perempuan,Bulanan,>120,<=2.5jt,40
1,1,3,Laki-laki,Bulanan,>120,<=2.5jt,42
9,1,3,Laki-laki,Bulanan,>120,<=2.5jt,37
41,0,2,Laki-laki,Bulanan,60-120,<=2.5jt,35
1,1,3,Perempuan,Bulanan,>120,<=2.5jt,44
12,1,2,Laki-laki,Bulanan,>120,<=2.5jt,43
12,1,3,Laki-laki,Triwulan,<=60,<=2.5jt,21
33,0,3,Perempuan,Bulanan,60-120,<=2.5jt,41
3,1,3,Laki-laki,Triwulan,<=60,<=2.5jt,41
2,1,3,Perempuan,Bulanan,60-120,<=2.5jt,27
5,1,3,Perempuan,Bulanan,60-120,<=2.5jt,30
56,0,2,Perempuan,Bulanan,60-120,<=2.5jt,32
2,0,3,Perempuan,Bulanan,60-120,<=2.5jt,49
42,0,3,Laki-laki,Bulanan,60-120,<=2.5jt,48
52,1,2,Laki-laki,Bulanan,60-120,<=2.5jt,26
19,0,3,Laki-laki,Triwulan,<=60,<=2.5jt,49
3,1,3,Laki-laki,Triwulan,<=60,<=2.5jt,24
1,1,3,Laki-laki,Bulanan,60-120,<=2.5jt,42
6,1,3,Laki-laki,Triwulan,<=60,<=2.5jt,27
1,1,3,Perempuan,Bulanan,60-120,<=2.5jt,53
16,0,3,Perempuan,Bulanan,>120,<=2.5jt,29
4,0,3,Laki-laki,Bulanan,>120,<=2.5jt,49
3,1,3,Perempuan,Triwulan,<=60,<=2.5jt,36
4,0,3,Laki-laki,Triwulan,<=60,<=2.5jt,50
23,0,3,Laki-laki,Bulanan,>120,<=2.5jt,39
4,1,3,Perempuan,Bulanan,60-120,<=2.5jt,44
1,1,3,Laki-laki,Bulanan,>120,<=2.5jt,34
54,0,3,Perempuan,Triwulan,<=60,<=2.5jt,35
24,1,2,Perempuan,Tahunan,<=60,<=2.5jt,25
1,1,3,Perempuan,Bulanan,>120,<=2.5jt,35
55,1,3,Laki-laki,Bulanan,>120,<=2.5jt,25
3,1,3,Laki-laki,Triwulan,<=60,<=2.5jt,48
38,0,3,Perempuan,Bulanan,>120,<=2.5jt,22
2,0,3,Perempuan,Bulanan,>120,<=2.5jt,45
6,0,3,Perempuan,Triwulan,<=60,<=2.5jt,37
1,1,3,Laki-laki,Bulanan,60-120,<=2.5jt,40
2,1,3,Perempuan,Bulanan,>120,<=2.5jt,33
18,1,3,Laki-laki,Triwulan,<=60,<=2.5jt,39
1,1,2,Laki-laki,Bulanan,60-120,<=2.5jt,48
7,1,3,Laki-laki,Bulanan,>120,<=2.5jt,47
7,1,2,Laki-laki,Bulanan,60-120,<=2.5jt,37
3,1,3,Laki-laki,Bulanan,>120,<=2.5jt,25
2,1,3,Perempuan,Bulanan,>120,<=2.5jt,37
1,1,3,Laki-laki,Bulanan,>120,<=2.5jt,37
26,0,2,Laki-laki,Bulanan,60-120,<=2.5jt,42
32,1,3,Perempuan,Bulanan,>120,<=2.5jt,34
1,1,2,Perempuan,Bulanan,>120,<=2.5jt,39
3,0,3,Laki-laki,Triwulan,<=60,<=2.5jt,47
1,1,3,Perempuan,Bulanan,>120,<=2.5jt,39
1,1,2,Perempuan,Bulanan,60-120,<=2.5jt,35
44,1,2,Laki-laki,Bulanan,60-120,<=2.5jt,42
34,0,3,Perempuan,Bulanan,>120,<=2.5jt,33
18,1,3,Laki-laki,Triwulan,<=60,<=2.5jt,29
12,1,3,Perempuan,Bulanan,>120,<=2.5jt,49
12,1,3,Laki-laki,Tahunan,<=60,2.5jt-10jt,38
45,0,3,Perempuan,Bulanan,>120,<=2.5jt,47
11,1,3,Laki-laki,Bulanan,>120,<=2.5jt,26
15,1,3,Perempuan,Bulanan,>120,<=2.5jt,46
1,1,3,Perempuan,Bulanan,60-120,<=2.5jt,39
1,1,3,Laki-laki,Bulanan,>120,<=2.5jt,29
19,0,3,Laki-laki,Triwulan,<=60,<=2.5jt,38
46,0,3,Laki-laki,Bulanan,60-120,<=2.5jt,33
25,0,3,Perempuan,Bulanan,>120,<=2.5jt,40
1,1,3,Laki-laki,Bulanan,>120,<=2.5jt,40
9,1,3,Perempuan,Bulanan,>120,<=2.5jt,40
7,1,3,Perempuan,Bulanan,>120,<=2.5jt,36
1,1,3,Laki-laki,Bulanan,>120,<=2.5jt,32
3,1,3,Perempuan,Triwulan,<=60,<=2.5jt,37
5,1,3,Perempuan,Bulanan,60-120,<=2.5jt,34
18,1,3,Laki-laki,Bulanan,>120,<=2.5jt,32
36,0,3,Perempuan,Bulanan,60-120,<=2.5jt,32
53,0,3,Perempuan,Bulanan,>120,<=2.5jt,39
6,1,3,Perempuan,Triwulan,<=60,<=2.5jt,43
3,1,2,Perempuan,Triwulan,<=60,<=2.5jt,49
12,1,3,Perempuan,Triwulan,<=60,<=2.5jt,44
1,1,3,Laki-laki,Bulanan,>120,<=2.5jt,38
21,0,3,Laki-laki,Bulanan,60-120,<=2.5jt,42
3,1,3,Perempuan,Triwulan,<=60,<=2.5jt,24
8,1,3,Laki-laki,Bulanan,>120,<=2.5jt,39
1,1,3,Laki-laki,Bulanan,60-120,<=2.5jt,38
26,1,3,Perempuan,Bulanan,>120,<=2.5jt,25
3,1,3,Perempuan,Triwulan,<=60,<=2.5jt,38
1,1,3,Laki-laki,Bulanan,60-120,<=2.5jt,30
6,1,3,Perempuan,Triwulan,<=60,<=2.5jt,32
36,0,3,Laki-laki,Bulanan,60-120,<=2.5jt,30
1,1,3,Perempuan,Bulanan,60-120,<=2.5jt,43
12,1,3,Laki-laki,Triwulan,<=60,<=2.5jt,42
1,1,3,Laki-laki,Bulanan,>120,<=2.5jt,41
3,1,2,Perempuan,Triwulan,<=60,<=2.5jt,45
9,1,3,Perempuan,Bulanan,>120,<=2.5jt,35
5,1,3,Laki-laki,Bulanan,>120,<=2.5jt,37
1,1,3,Perempuan,Bulanan,>120,<=2.5jt,41
2,1,3,Laki-laki,Bulanan,60-120,<=2.5jt,37
12,1,3,Perempuan,Bulanan,>120,<=2.5jt,38
3,1,3,Laki-laki,Bulanan,>120,<=2.5jt,35
3,1,3,Perempuan,Triwulan,<=60,<=2.5jt,37
4,1,3,Laki-laki,Bulanan,60-120,<=2.5jt,46
4,0,2,Perempuan,Bulanan,60-120,<=2.5jt,40
9,1,3,Laki-laki,Bulanan,60-120,<=2.5jt,33
7,1,3,Perempuan,Bulanan,>120,<=2.5jt,44
1,1,3,Perempuan,Bulanan,>120,<=2.5jt,31
3,0,3,Laki-laki,Bulanan,>120,<=2.5jt,45
2,0,3,Laki-laki,Bulanan,60-120,<=2.5jt,49
1,1,3,Laki-laki,Bulanan,>120,<=2.5jt,36
27,0,2,Laki-laki,Bulanan,>120,<=2.5jt,38
37,0,3,Perempuan,Bulanan,>120,<=2.5jt,31
29,0,3,Perempuan,Bulanan,>120,<=2.5jt,35
1,1,3,Perempuan,Bulanan,>120,<=2.5jt,50
38,0,3,Laki-laki,Tahunan,<=60,<=2.5jt,40
43,1,3,Perempuan,Bulanan,>120,<=2.5jt,30
27,0,3,Perempuan,Bulanan,>120,<=2.5jt,44
13,1,3,Laki-laki,Bulanan,>120,<=2.5jt,45
11,0,3,Perempuan,Bulanan,>120,<=2.5jt,25
1,1,3,Perempuan,Bulanan,>120,<=2.5jt,26
40,0,3,Perempuan,Bulanan,60-120,<=2.5jt,35
27,0,3,Perempuan,Bulanan,>120,<=2.5jt,36
5,1,3,Perempuan,Bulanan,>120,<=2.5jt,28
3,0,2,Laki-laki,Bulanan,60-120,<=2.5jt,33
42,0,3,Laki-laki,Bulanan,60-120,<=2.5jt,41
3,1,3,Perempuan,Bulanan,60-120,<=2.5jt,37
26,0,3,Laki-laki,Bulanan,>120,<=2.5jt,31
1,0,3,Perempuan,Bulanan,>120,<=2.5jt,47
17,0,3,Laki-laki,Bulanan,>120,<=2.5jt,32
6,1,3,Laki-laki,Semester,<=60,<=2.5jt,42
3,1,3,Laki-laki,Triwulan,<=60,<=2.5jt,27
9,1,3,Laki-laki,Bulanan,>120,<=2.5jt,28
6,1,3,Perempuan,Triwulan,<=60,<=2.5jt,45
6,1,3,Laki-laki,Triwulan,<=60,<=2.5jt,43
2,0,3,Perempuan,Bulanan,>120,<=2.5jt,31
28,0,3,Perempuan,Bulanan,>120,<=2.5jt,48
1,1,3,Perempuan,Bulanan,>120,<=2.5jt,20
52,0,3,Laki-laki,Bulanan,>120,<=2.5jt,34
22,0,3,Perempuan,Triwulan,<=60,<=2.5jt,49
30,0,3,Perempuan,Bulanan,>120,<=2.5jt,50
1,1,3,Perempuan,Bulanan,60-120,<=2.5jt,39
1,1,3,Perempuan,Bulanan,>120,<=2.5jt,31
1,1,2,Perempuan,Bulanan,>120,<=2.5jt,40
27,0,3,Perempuan,Bulanan,>120,<=2.5jt,32
2,0,3,Laki-laki,Bulanan,>120,<=2.5jt,27
54,0,3,Laki-laki,Triwulan,<=60,<=2.5jt,40
54,0,2,Perempuan,Triwulan,<=60,<=2.5jt,33
1,0,3,Laki-laki,Bulanan,>120,<=2.5jt,45
1,0,3,Laki-laki,Bulanan,60-120,<=2.5jt,23
33,0,3,Perempuan,Bulanan,60-120,<=2.5jt,33
6,1,3,Laki-laki,Bulanan,>120,<=2.5jt,41
9,1,3,Perempuan,Triwulan,<=60,<=2.5jt,45
27,0,3,Perempuan,Triwulan,<=60,<=2.5jt,36
3,1,3,Perempuan,Bulanan,>120,<=2.5jt,20
54,0,3,Laki-laki,Triwulan,<=60,<=2.5jt,29
54,0,3,Perempuan,Triwulan,<=60,<=2.5jt,18
15,1,3,Perempuan,Bulanan,>120,<=2.5jt,19
1,1,3,Perempuan,Bulanan,>120,<=2.5jt,21
1,1,3,Perempuan,Bulanan,>120,<=2.5jt,33
1,1,3,Laki-laki,Bulanan,>120,<=2.5jt,35
1,1,3,Laki-laki,Bulanan,60-120,<=2.5jt,28
3,1,3,Perempuan,Triwulan,<=60,<=2.5jt,38
7,1,3,Laki-laki,Bulanan,60-120,<=2.5jt,28
6,0,3,Laki-laki,Triwulan,<=60,<=2.5jt,39
46,0,3,Perempuan,Triwulan,<=60,<=2.5jt,42
1,0,3,Perempuan,Bulanan,>120,<=2.5jt,44
3,1,3,Perempuan,Triwulan,<=60,<=2.5jt,34
1,1,3,Laki-laki,Bulanan,>120,<=2.5jt,36
25,0,3,Perempuan,Bulanan,>120,<=2.5jt,46
6,0,3,Laki-laki,Bulanan,>120,<=2.5jt,43
54,0,3,Perempuan,Triwulan,<=60,<=2.5jt,29
12,1,3,Perempuan,Triwulan,<=60,<=2.5jt,35
53,0,3,Laki-laki,Bulanan,>120,<=2.5jt,25
1,1,3,Perempuan,Bulanan,>120,<=2.5jt,43
22,0,3,Laki-laki,Bulanan,60-120,<=2.5jt,38
1,1,3,Perempuan,Bulanan,60-120,<=2.5jt,44
6,1,3,Perempuan,Triwulan,<=60,<=2.5jt,34
4,0,2,Laki-laki,Bulanan,60-120,<=2.5jt,24
6,0,3,Perempuan,Triwulan,<=60,<=2.5jt,45
1,1,3,Perempuan,Bulanan,>120,<=2.5jt,27
2,1,3,Perempuan,Bulanan,>120,<=2.5jt,33
7,1,3,Laki-laki,Bulanan,>120,<=2.5jt,26
1,1,3,Laki-laki,Bulanan,>120,<=2.5jt,38
3,1,3,Perempuan,Triwulan,<=60,<=2.5jt,38
31,0,3,Laki-laki,Triwulan,<=60,<=2.5jt,21
7,1,3,Perempuan,Bulanan,60-120,<=2.5jt,30
6,1,3,Laki-laki,Triwulan,<=60,<=2.5jt,49
55,0,3,Perempuan,Bulanan,>120,<=2.5jt,28
1,1,2,Perempuan,Bulanan,>120,<=2.5jt,38
34,0,3,Laki-laki,Bulanan,>120,<=2.5jt,28
33,0,3,Perempuan,Bulanan,60-120,<=2.5jt,17
44,0,3,Laki-laki,Bulanan,60-120,<=2.5jt,35
3,1,3,Laki-laki,Bulanan,>120,<=2.5jt,26
2,0,3,Laki-laki,Bulanan,60-120,<=2.5jt,40
4,1,3,Laki-laki,Bulanan,>120,<=2.5jt,30
39,1,3,Perempuan,Triwulan,<=60,<=2.5jt,30
3,1,3,Laki-laki,Triwulan,<=60,<=2.5jt,23
3,1,3,Laki-laki,Triwulan,<=60,<=2.5jt,29
3,1,3,Laki-laki,Triwulan,<=60,<=2.5jt,50
60,0,3,Perempuan,Bulanan,>120,<=2.5jt,31
3,0,3,Perempuan,Triwulan,<=60,<=2.5jt,33
1,0,2,Laki-laki,Bulanan,60-120,<=2.5jt,24
1,1,3,Laki-laki,Bulanan,60-120,<=2.5jt,39
28,0,3,Laki-laki,Bulanan,60-120,<=2.5jt,35
42,0,3,Laki-laki,Triwulan,<=60,<=2.5jt,24
48,0,2,Laki-laki,Bulanan,60-120,<=2.5jt,29
14,0,3,Laki-laki,Bulanan,>120,<=2.5jt,36
12,1,3,Laki-laki,Tahunan,<=60,2.5jt-10jt,43
3,1,3,Perempuan,Triwulan,<=60,<=2.5jt,35
39,1,3,Laki-laki,Triwulan,<=60,<=2.5jt,43
1,1,3,Laki-laki,Bulanan,60-120,<=2.5jt,20
1,1,3,Laki-laki,Bulanan,>120,<=2.5jt,45
6,1,3,Laki-laki,Semester,<=60,<=2.5jt,41
3,1,2,Perempuan,Bulanan,>120,<=2.5jt,35
2,1,3,Laki-laki,Bulanan,>120,<=2.5jt,45
1,1,3,Laki-laki,Bulanan,>120,<=2.5jt,32
1,0,3,Perempuan,Bulanan,>120,<=2.5jt,27
1,0,3,Perempuan,Bulanan,>120,<=2.5jt,31
12,1,3,Laki-laki,Semester,<=60,<=2.5jt,48
3,1,3,Perempuan,Bulanan,60-120,<=2.5jt,41
1,0,3,Perempuan,Bulanan,>120,<=2.5jt,37
12,1,3,Laki-laki,Semester,<=60,<=2.5jt,46
18,1,3,Laki-laki,Semester,<=60,<=2.5jt,48
25,0,3,Perempuan,Bulanan,>120,<=2.5jt,28
3,1,3,Laki-laki,Triwulan,<=60,<=2.5jt,46
2,1,3,Laki-laki,Bulanan,>120,<=2.5jt,39
14,1,2,Perempuan,Bulanan,60-120,<=2.5jt,25
29,0,3,Perempuan,Bulanan,>120,<=2.5jt,48
39,1,3,Perempuan,Triwulan,<=60,<=2.5jt,36
31,0,2,Laki-laki,Bulanan,60-120,<=2.5jt,43
32,0,3,Perempuan,Bulanan,>120,<=2.5jt,47
1,1,3,Laki-laki,Bulanan,>120,<=2.5jt,31
8,1,3,Perempuan,Bulanan,>120,<=2.5jt,44
1,1,3,Laki-laki,Bulanan,>120,<=2.5jt,33
24,0,2,Perempuan,Semester,<=60,<=2.5jt,38
54,0,3,Laki-laki,Triwulan,<=60,<=2.5jt,29
17,0,3,Perempuan,Bulanan,>120,<=2.5jt,44
48,0,3,Laki-laki,Tahunan,<=60,<=2.5jt,31
17,0,3,Laki-laki,Bulanan,>120,<=2.5jt,45
14,1,2,Laki-laki,Bulanan,>120,<=2.5jt,50
1,1,3,Laki-laki,Bulanan,>120,<=2.5jt,32
28,0,3,Perempuan,Bulanan,>120,<=2.5jt,26
1,1,3,Laki-laki,Bulanan,>120,<=2.5jt,32
48,0,3,Laki-laki,Bulanan,>120,<=2.5jt,47
6,1,3,Perempuan,Triwulan,<=60,<=2.5jt,42
1,1,3,Laki-laki,Bulanan,>120,<=2.5jt,27
1,1,3,Laki-laki,Bulanan,>120,<=2.5jt,39
1,1,3,Laki-laki,Bulanan,>120,<=2.5jt,45
28,0,3,Perempuan,Bulanan,60-120,<=2.5jt,39
20,0,3,Laki-laki,Triwulan,<=60,<=2.5jt,46
1,1,3,Perempuan,Bulanan,60-120,<=2.5jt,47
2,1,3,Perempuan,Bulanan,>120,<=2.5jt,33
12,0,3,Perempuan,Triwulan,<=60,<=2.5jt,31
16,0,3,Laki-laki,Bulanan,>120,<=2.5jt,24
4,1,3,Laki-laki,Bulanan,60-120,<=2.5jt,36
1,0,3,Perempuan,Bulanan,>120,<=2.5jt,24
30,0,3,Perempuan,Bulanan,>120,<=2.5jt,38
1,1,3,Perempuan,Bulanan,>120,<=2.5jt,19
7,1,3,Perempuan,Bulanan,>120,<=2.5jt,49
14,1,3,Laki-laki,Bulanan,60-120,<=2.5jt,26
34,0,3,Perempuan,Bulanan,>120,<=2.5jt,28
3,1,3,Laki-laki,Triwulan,<=60,<=2.5jt,27
22,0,3,Laki-laki,Bulanan,60-120,<=2.5jt,35
3,0,3,Perempuan,Bulanan,>120,<=2.5jt,37
12,1,3,Perempuan,Triwulan,<=60,<=2.5jt,50
1,1,3,Perempuan,Bulanan,>120,<=2.5jt,26
27,0,3,Laki-laki,Bulanan,>120,<=2.5jt,30
1,1,3,Perempuan,Bulanan,>120,<=2.5jt,49
15,0,3,Perempuan,Bulanan,>120,<=2.5jt,36
13,0,3,Laki-laki,Tahunan,<=60,2.5jt-10jt,25
15,1,3,Perempuan,Bulanan,>120,<=2.5jt,25
1,1,3,Laki-laki,Bulanan,>120,<=2.5jt,47
30,0,3,Perempuan,Bulanan,>120,<=2.5jt,48
9,0,3,Laki-laki,Triwulan,<=60,<=2.5jt,44
1,1,3,Perempuan,Bulanan,>120,<=2.5jt,46
1,1,3,Perempuan,Bulanan,>120,<=2.5jt,25
1,0,3,Laki-laki,Bulanan,>120,<=2.5jt,43
16,1,3,Perempuan,Bulanan,>120,<=2.5jt,48
14,0,3,Laki-laki,Tahunan,<=60,2.5jt-10jt,29
1,1,3,Perempuan,Bulanan,60-120,<=2.5jt,32
12,1,3,Laki-laki,Semester,<=60,<=2.5jt,30
54,0,3,Laki-laki,Bulanan,>120,<=2.5jt,36
1,1,3,Perempuan,Bulanan,60-120,<=2.5jt,40
26,0,2,Laki-laki,Semester,<=60,>10jt,30
19,0,3,Perempuan,Bulanan,>120,<=2.5jt,39
44,0,3,Perempuan,Bulanan,>120,<=2.5jt,25
21,0,3,Laki-laki,Bulanan,>120,<=2.5jt,25
12,1,3,Perempuan,Bulanan,60-120,<=2.5jt,36
16,0,3,Perempuan,Bulanan,60-120,<=2.5jt,22
6,0,3,Laki-laki,Triwulan,<=60,<=2.5jt,35
1,1,3,Laki-laki,Bulanan,>120,<=2.5jt,45
38,0,3,Perempuan,Bulanan,>120,<=2.5jt,34
4,1,3,Perempuan,Bulanan,>120,<=2.5jt,32
7,1,3,Laki-laki,Bulanan,>120,<=2.5jt,27
31,0,3,Perempuan,Bulanan,>120,<=2.5jt,27
31,0,2,Perempuan,Bulanan,>120,<=2.5jt,23
13,0,3,Perempuan,Bulanan,>120,<=2.5jt,40
39,1,3,Laki-laki,Bulanan,>120,<=2.5jt,17
12,1,3,Perempuan,Semester,<=60,<=2.5jt,32
1,1,2,Perempuan,Bulanan,60-120,<=2.5jt,45
1,0,3,Perempuan,Bulanan,>120,<=2.5jt,42
6,1,3,Laki-laki,Triwulan,<=60,<=2.5jt,46
6,1,3,Laki-laki,Triwulan,<=60,<=2.5jt,48
9,0,3,Laki-laki,Bulanan,60-120,<=2.5jt,35
24,0,3,Laki-laki,Bulanan,>120,<=2.5jt,44
46,0,3,Laki-laki,Triwulan,60-120,<=2.5jt,40
2,1,2,Perempuan,Bulanan,60-120,<=2.5jt,37
1,1,3,Laki-laki,Bulanan,>120,<=2.5jt,32
40,0,2,Laki-laki,Tahunan,<=60,2.5jt-10jt,50
3,1,3,Perempuan,Triwulan,<=60,<=2.5jt,41
4,1,3,Laki-laki,Bulanan,>120,<=2.5jt,50
33,0,3,Laki-laki,Bulanan,60-120,<=2.5jt,38
36,0,3,Perempuan,Bulanan,>120,<=2.5jt,37
1,1,3,Laki-laki,Bulanan,>120,<=2.5jt,39
45,0,3,Perempuan,Triwulan,<=60,<=2.5jt,42
1,1,3,Perempuan,Bulanan,>120,<=2.5jt,45
28,1,3,Perempuan,Bulanan,>120,<=2.5jt,25
21,1,3,Laki-laki,Bulanan,60-120,<=2.5jt,41
1,1,3,Laki-laki,Bulanan,>120,<=2.5jt,29
22,1,3,Perempuan,Bulanan,>120,<=2.5jt,25
1,1,3,Perempuan,Bulanan,>120,<=2.5jt,38
11,0,3,Perempuan,Bulanan,>120,<=2.5jt,29
1,1,3,Perempuan,Bulanan,>120,<=2.5jt,29
1,1,3,Laki-laki,Bulanan,>120,<=2.5jt,43
8,1,3,Perempuan,Bulanan,60-120,<=2.5jt,32
1,0,3,Laki-laki,Bulanan,>120,<=2.5jt,41
1,1,3,Perempuan,Bulanan,>120,<=2.5jt,37
9,1,3,Perempuan,Triwulan,<=60,<=2.5jt,50
6,0,3,Laki-laki,Bulanan,60-120,<=2.5jt,38
6,1,3,Laki-laki,Semester,<=60,<=2.5jt,42
25,0,3,Laki-laki,Bulanan,60-120,<=2.5jt,48
1,1,3,Laki-laki,Bulanan,>120,<=2.5jt,48
1,1,3,Laki-laki,Bulanan,>120,<=2.5jt,21
16,0,3,Perempuan,Bulanan,>120,<=2.5jt,36
16,0,3,Laki-laki,Bulanan,>120,<=2.5jt,42
2,1,3,Laki-laki,Bulanan,60-120,<=2.5jt,30
1,1,3,Laki-laki,Bulanan,>120,<=2.5jt,38
9,1,3,Laki-laki,Bulanan,>120,<=2.5jt,43
6,1,3,Perempuan,Triwulan,<=60,<=2.5jt,36
6,1,3,Laki-laki,Semester,<=60,<=2.5jt,45
43,0,3,Perempuan,Triwulan,<=60,<=2.5jt,34
3,1,2,Perempuan,Triwulan,<=60,<=2.5jt,31
1,1,3,Laki-laki,Bulanan,60-120,<=2.5jt,39
1,1,3,Perempuan,Bulanan,60-120,<=2.5jt,42
4,1,3,Laki-laki,Bulanan,>120,<=2.5jt,24
26,0,3,Laki-laki,Triwulan,<=60,<=2.5jt,45
1,1,3,Laki-laki,Bulanan,>120,<=2.5jt,39
12,1,3,Perempuan,Bulanan,>120,<=2.5jt,46
9,0,3,Perempuan,Triwulan,<=60,<=2.5jt,46
19,0,3,Laki-laki,Triwulan,<=60,<=2.5jt,42
2,1,3,Laki-laki,Bulanan,>120,<=2.5jt,36
1,1,3,Laki-laki,Bulanan,>120,<=2.5jt,44
7,0,3,Laki-laki,Bulanan,60-120,<=2.5jt,46
10,1,3,Laki-laki,Bulanan,>120,<=2.5jt,39
12,0,3,Laki-laki,Bulanan,>120,<=2.5jt,34
10,1,3,Perempuan,Bulanan,>120,<=2.5jt,41
36,1,3,Perempuan,Tahunan,<=60,<=2.5jt,30
3,1,3,Perempuan,Bulanan,>120,<=2.5jt,28
18,0,3,Laki-laki,Bulanan,>120,<=2.5jt,46
4,1,3,Laki-laki,Bulanan,>120,<=2.5jt,48
1,0,3,Perempuan,Bulanan,>120,<=2.5jt,28
3,1,3,Perempuan,Triwulan,<=60,<=2.5jt,51
39,0,3,Perempuan,Bulanan,60-120,<=2.5jt,22
4,0,3,Laki-laki,Bulanan,>120,<=2.5jt,28
3,1,3,Perempuan,Bulanan,>120,<=2.5jt,46
1,0,3,Perempuan,Bulanan,>120,<=2.5jt,39
55,0,3,Perempuan,Bulanan,>120,<=2.5jt,35
20,0,3,Laki-laki,Bulanan,>120,<=2.5jt,46
25,0,3,Laki-laki,Bulanan,60-120,<=2.5jt,17
19,0,3,Laki-laki,Triwulan,<=60,<=2.5jt,19
3,0,3,Perempuan,Triwulan,<=60,<=2.5jt,22
2,1,3,Laki-laki,Bulanan,>120,<=2.5jt,42
9,1,3,Perempuan,Triwulan,<=60,<=2.5jt,35
1,1,3,Perempuan,Bulanan,>120,<=2.5jt,43
1,1,3,Perempuan,Bulanan,>120,<=2.5jt,25
54,0,3,Perempuan,Triwulan,<=60,<=2.5jt,37
2,0,3,Laki-laki,Bulanan,>120,<=2.5jt,42
1,1,3,Laki-laki,Bulanan,60-120,<=2.5jt,34
3,1,3,Perempuan,Triwulan,60-120,<=2.5jt,37
6,1,3,Perempuan,Bulanan,>120,<=2.5jt,26
25,0,3,Perempuan,Bulanan,>120,<=2.5jt,35
6,0,3,Laki-laki,Bulanan,>120,<=2.5jt,48
3,1,3,Perempuan,Triwulan,<=60,<=2.5jt,40
