Account Balance,Duration of Credit,Credit History,Purpose,Credit Amount,Savings,Employment,Installment rate,Personal Status,Guarantors,Residence,Property,Age,Other installments,Housing,Credit cards,Job,Dependents,Telephone,Foreign Worker,Creditability
>200,6,Other credits,New Car,1299,<100,1-4,1,Male-Single,None,1,Real estate,74,None,Own,3,Unemployed-Nonresident,2,None,No,Good
>200,15,Other credits,TV,1271,None,1-4,3,Male-Single,None,4,None,39,None,Free,2,Employee,1,Yes,Yes,Bad
No Account,24,Existing credit paid back duly,New Car,1393,<100,1-4,2,Male-Single,Guarantor,2,Real estate,31,None,Own,1,Employee,1,Yes,Yes,Good
None,12,Other credits,New Car,691,<100,>7,4,Male-Single,None,3,Life insurance,35,None,Own,2,Employee,1,None,Yes,Bad
No Account,15,Other credits,New Car,5045,None,>7,1,Female-Divorced/Married,None,4,Car,59,None,Own,1,Employee,1,Yes,Yes,Good
None,18,Other credits,Furniture,2124,<100,1-4,4,Female-Divorced/Married,None,4,Real estate,24,None,Rent,2,Employee,1,None,Yes,Bad
None,12,Existing credit paid back duly,TV,2214,<100,1-4,4,Male-Single,None,3,Life insurance,24,None,Own,1,Unemployed-Resident,1,None,Yes,Good
No Account,21,Other credits,New Car,12680,None,>7,4,Male-Single,None,4,None,30,None,Free,1,Executive,1,Yes,Yes,Bad
No Account,24,Other credits,New Car,2463,100-500,4-7,4,Male-Married/Widowed,None,3,Life insurance,27,None,Own,2,Employee,1,Yes,Yes,Good
0-200,12,Existing credit paid back duly,TV,1155,<100,>7,3,Male-Married/Widowed,Guarantor,3,Real estate,40,Bank,Own,2,Unemployed-Resident,1,None,Yes,Good
None,30,Existing credit paid back duly,Furniture,3108,<100,<1,2,Male-Divorced,None,4,Life insurance,31,None,Own,1,Unemployed-Resident,1,None,Yes,Bad
No Account,10,Existing credit paid back duly,Used Car,2901,None,<1,1,Female-Divorced/Married,None,4,Real estate,31,None,Rent,1,Employee,1,None,Yes,Good
0-200,12,Other credits,Furniture,3617,<100,>7,1,Male-Single,None,4,Car,28,None,Rent,3,Employee,1,Yes,Yes,Good
No Account,12,Other credits,TV,1655,<100,>7,2,Male-Single,None,4,Real estate,63,None,Own,2,Unemployed-Resident,1,Yes,Yes,Good
None,24,Existing credit paid back duly,Used Car,2812,None,>7,2,Female-Divorced/Married,None,4,Real estate,26,None,Rent,1,Employee,1,None,Yes,Good
None,36,Other credits,Education,8065,<100,1-4,3,Female-Divorced/Married,None,2,None,25,None,Own,2,Executive,1,Yes,Yes,Bad
No Account,21,Other credits,Used Car,3275,<100,>7,1,Male-Single,None,4,Car,36,None,Own,1,Executive,1,Yes,Yes,Good
No Account,24,Other credits,TV,2223,100-500,>7,4,Male-Single,None,4,Life insurance,52,Bank,Own,2,Employee,1,None,Yes,Good
>200,12,Other credits,New Car,1480,500-1000,Unemployed,2,Male-Single,None,4,None,66,Bank,Free,3,Unemployed-Nonresident,1,None,Yes,Good
None,24,Existing credit paid back duly,New Car,1371,None,1-4,4,Female-Divorced/Married,None,4,Real estate,25,None,Rent,1,Employee,1,None,Yes,Bad
No Account,36,Other credits,New Car,3535,<100,4-7,4,Male-Single,None,4,Car,37,None,Own,2,Employee,1,Yes,Yes,Good
None,18,Existing credit paid back duly,TV,3509,<100,4-7,4,Female-Divorced/Married,Guarantor,1,Real estate,25,None,Own,1,Employee,1,None,Yes,Good
No Account,36,Other credits,Used Car,5711,>1000,>7,4,Male-Single,None,2,Car,38,None,Own,2,Executive,1,Yes,Yes,Good
0-200,18,Existing credit paid back duly,Repairs,3872,<100,Unemployed,2,Female-Divorced/Married,None,4,Car,67,None,Own,1,Employee,1,Yes,Yes,Good
0-200,39,Other credits,TV,4933,<100,4-7,2,Male-Single,Guarantor,2,Real estate,25,None,Own,2,Employee,1,None,Yes,Bad
No Account,24,Other credits,New Car,1940,>1000,>7,4,Male-Single,None,4,Real estate,60,None,Own,1,Employee,1,Yes,Yes,Good
0-200,12,No credit,Retraining,1410,<100,1-4,2,Male-Single,None,2,Real estate,31,None,Own,1,Unemployed-Resident,1,Yes,Yes,Good
0-200,12,Existing credit paid back duly,New Car,836,100-500,<1,4,Female-Divorced/Married,None,2,Life insurance,23,Bank,Own,1,Unemployed-Resident,1,None,Yes,Bad
0-200,20,Existing credit paid back duly,Used Car,6468,None,Unemployed,1,Male-Divorced,None,4,Real estate,60,None,Own,1,Executive,1,Yes,Yes,Good
0-200,18,Existing credit paid back duly,Bussiness,1941,>1000,1-4,4,Male-Single,None,2,Life insurance,35,None,Own,1,Unemployed-Resident,1,Yes,Yes,Good
No Account,22,Existing credit paid back duly,TV,2675,500-1000,>7,3,Male-Single,None,4,Car,40,None,Own,1,Employee,1,None,Yes,Good
No Account,48,Other credits,Used Car,2751,None,>7,4,Male-Single,None,3,Car,38,None,Own,2,Employee,2,Yes,Yes,Good
0-200,48,Delayed,Education,6224,<100,>7,4,Male-Single,None,4,None,50,None,Free,1,Employee,1,None,Yes,Bad
None,40,Other credits,Education,5998,<100,1-4,4,Male-Single,None,3,None,27,Bank,Own,1,Employee,1,Yes,Yes,Bad
0-200,21,Existing credit paid back duly,Bussiness,1188,<100,>7,2,Female-Divorced/Married,None,4,Life insurance,39,None,Own,1,Employee,2,None,Yes,Bad
No Account,24,Existing credit paid back duly,Used Car,6313,None,>7,3,Male-Single,None,4,Car,41,None,Own,1,Executive,2,Yes,Yes,Good
No Account,6,Other credits,Furniture,1221,None,1-4,1,Male-Married/Widowed,None,2,Life insurance,27,None,Own,2,Employee,1,None,Yes,Good
>200,24,Existing credit paid back duly,Furniture,2892,<100,>7,3,Male-Divorced,None,4,None,51,None,Free,1,Employee,1,None,Yes,Good
No Account,24,Existing credit paid back duly,Furniture,3062,500-1000,>7,4,Male-Single,None,3,None,32,None,Rent,1,Employee,1,Yes,Yes,Good
No Account,9,Existing credit paid back duly,Furniture,2301,100-500,<1,2,Female-Divorced/Married,None,4,Life insurance,22,None,Rent,1,Employee,1,None,Yes,Good
None,18,Existing credit paid back duly,Used Car,7511,None,>7,1,Male-Single,None,4,Life insurance,51,None,Free,1,Employee,2,Yes,Yes,Bad
No Account,12,Other credits,Furniture,1258,<100,<1,2,Female-Divorced/Married,None,4,Life insurance,22,None,Rent,2,Unemployed-Resident,1,None,Yes,Good
No Account,24,Delayed,New Car,717,None,>7,4,Male-Married/Widowed,None,4,Car,54,None,Own,2,Employee,1,Yes,Yes,Good
0-200,9,Existing credit paid back duly,New Car,1549,None,<1,4,Male-Single,None,2,Real estate,35,None,Own,1,Unemployed-Nonresident,1,None,Yes,Good
No Account,24,Other credits,Education,1597,<100,>7,4,Male-Single,None,4,None,54,None,Free,2,Employee,2,None,Yes,Good
0-200,18,Other credits,TV,1795,<100,>7,3,Female-Divorced/Married,Guarantor,4,Real estate,48,Bank,Rent,2,Unemployed-Resident,1,Yes,Yes,Good
None,20,Other credits,Furniture,4272,<100,>7,1,Female-Divorced/Married,None,4,Life insurance,24,None,Own,2,Employee,1,None,Yes,Good
No Account,12,Other credits,TV,976,None,>7,4,Male-Single,None,4,Car,35,None,Own,2,Employee,1,None,Yes,Good
0-200,12,Existing credit paid back duly,New Car,7472,None,Unemployed,1,Female-Divorced/Married,None,2,Real estate,24,None,Rent,1,Unemployed-Nonresident,1,None,Yes,Good
None,36,Existing credit paid back duly,New Car,9271,<100,4-7,2,Male-Single,None,1,Car,24,None,Own,1,Employee,1,Yes,Yes,Bad
0-200,6,Existing credit paid back duly,TV,590,<100,<1,3,Male-Married/Widowed,None,3,Real estate,26,None,Own,1,Unemployed-Resident,1,None,No,Good
No Account,12,Other credits,TV,930,None,>7,4,Male-Single,None,4,Real estate,65,None,Own,4,Employee,1,None,Yes,Good
0-200,42,All credit paid back duly,Used Car,9283,<100,Unemployed,1,Male-Single,None,2,None,55,Bank,Free,1,Executive,1,Yes,Yes,Good
0-200,15,No credit,New Car,1778,<100,<1,2,Female-Divorced/Married,None,1,Real estate,26,None,Rent,2,Unemployed-Nonresident,1,None,Yes,Bad
0-200,8,Existing credit paid back duly,Bussiness,907,<100,<1,3,Male-Married/Widowed,None,2,Real estate,26,None,Own,1,Employee,1,Yes,Yes,Good
0-200,6,Existing credit paid back duly,TV,484,<100,4-7,3,Male-Married/Widowed,Guarantor,3,Real estate,28,Bank,Own,1,Unemployed-Resident,1,None,Yes,Good
None,36,Other credits,Used Car,9629,<100,4-7,4,Male-Single,None,4,Car,24,None,Own,2,Employee,1,Yes,Yes,Bad
None,48,Existing credit paid back duly,Appliances,3051,<100,1-4,3,Male-Single,None,4,Car,54,None,Own,1,Employee,1,None,Yes,Bad
None,48,Existing credit paid back duly,New Car,3931,<100,4-7,4,Male-Single,None,4,None,46,None,Free,1,Employee,2,None,Yes,Bad
0-200,36,Delayed,New Car,7432,<100,1-4,2,Female-Divorced/Married,None,2,Life insurance,54,None,Rent,1,Employee,1,None,Yes,Good
No Account,6,Existing credit paid back duly,Appliances,1338,500-1000,1-4,1,Male-Divorced,None,4,Real estate,62,None,Own,1,Employee,1,None,Yes,Good
No Account,6,Other credits,TV,1554,<100,4-7,1,Female-Divorced/Married,None,2,Car,24,None,Rent,2,Employee,1,Yes,Yes,Good
None,36,Existing credit paid back duly,Others,15857,<100,Unemployed,2,Male-Divorced,Co-applicant,3,Car,43,None,Own,1,Executive,1,None,Yes,Good
None,18,Existing credit paid back duly,TV,1345,<100,1-4,4,Male-Married/Widowed,None,3,Real estate,26,Bank,Own,1,Employee,1,None,Yes,Bad
No Account,12,Existing credit paid back duly,New Car,1101,<100,1-4,3,Male-Married/Widowed,None,2,Real estate,27,None,Own,2,Employee,1,Yes,Yes,Good
>200,12,Existing credit paid back duly,TV,3016,<100,1-4,3,Male-Married/Widowed,None,1,Car,24,None,Own,1,Employee,1,None,Yes,Good
None,36,Existing credit paid back duly,Furniture,2712,<100,>7,2,Male-Single,None,2,Life insurance,41,Bank,Own,1,Employee,2,None,Yes,Bad
None,8,Other credits,New Car,731,<100,>7,4,Male-Single,None,4,Real estate,47,None,Own,2,Unemployed-Resident,1,None,Yes,Good
No Account,18,Other credits,Furniture,3780,<100,<1,3,Male-Divorced,None,2,Car,35,None,Own,2,Executive,1,Yes,Yes,Good
None,21,Other credits,New Car,1602,<100,>7,4,Male-Married/Widowed,None,3,Car,30,None,Own,2,Employee,1,Yes,Yes,Good
None,18,Other credits,New Car,3966,<100,>7,1,Female-Divorced/Married,None,4,Real estate,33,Bank,Rent,3,Employee,1,Yes,Yes,Bad
No Account,18,No credit,Bussiness,4165,<100,1-4,2,Male-Single,None,2,Car,36,Stores,Own,2,Employee,2,None,Yes,Bad
None,36,Existing credit paid back duly,Used Car,8335,None,>7,3,Male-Single,None,4,None,47,None,Free,1,Employee,1,None,Yes,Bad
0-200,48,Delayed,Bussiness,6681,None,1-4,4,Male-Single,None,4,None,38,None,Free,1,Employee,2,Yes,Yes,Good
No Account,24,Delayed,Bussiness,2375,500-1000,1-4,4,Male-Single,None,2,Car,44,None,Own,2,Employee,2,Yes,Yes,Good
None,18,Existing credit paid back duly,New Car,1216,<100,<1,4,Female-Divorced/Married,None,3,Car,23,None,Rent,1,Employee,1,Yes,Yes,Bad
None,45,No credit,Bussiness,11816,<100,>7,2,Male-Single,None,4,Car,29,None,Rent,2,Employee,1,None,Yes,Bad
0-200,24,Existing credit paid back duly,TV,5084,None,>7,2,Female-Divorced/Married,None,4,Car,42,None,Own,1,Employee,1,Yes,Yes,Good
>200,15,Existing credit paid back duly,TV,2327,<100,<1,2,Female-Divorced/Married,None,3,Real estate,25,None,Own,1,Unemployed-Resident,1,None,Yes,Bad
None,12,No credit,New Car,1082,<100,1-4,4,Male-Single,None,4,Car,48,Bank,Own,2,Employee,1,None,Yes,Bad
No Account,12,Existing credit paid back duly,TV,886,None,1-4,4,Female-Divorced/Married,None,2,Car,21,None,Own,1,Employee,1,None,Yes,Good
No Account,4,Existing credit paid back duly,Furniture,601,<100,<1,1,Female-Divorced/Married,None,3,Real estate,23,None,Rent,1,Unemployed-Resident,2,None,Yes,Good
None,24,Other credits,Used Car,2957,<100,>7,4,Male-Single,None,4,Life insurance,63,None,Own,2,Employee,1,Yes,Yes,Good
No Account,24,Other credits,TV,2611,<100,>7,4,Male-Married/Widowed,Co-applicant,3,Real estate,46,None,Own,2,Employee,1,None,Yes,Good
None,36,Existing credit paid back duly,Furniture,5179,<100,4-7,4,Male-Single,None,2,Life insurance,29,None,Own,1,Employee,1,None,Yes,Bad
No Account,21,Delayed,Used Car,2993,<100,1-4,3,Male-Single,None,2,Real estate,28,Stores,Own,2,Unemployed-Resident,1,None,Yes,Good
No Account,18,Existing credit paid back duly,Repairs,1943,<100,<1,4,Female-Divorced/Married,None,4,Real estate,23,None,Own,1,Employee,1,None,Yes,Bad
No Account,24,All credit paid back duly,Bussiness,1559,<100,4-7,4,Male-Single,None,4,Car,50,Bank,Own,1,Employee,1,Yes,Yes,Good
No Account,18,Existing credit paid back duly,Furniture,3422,<100,>7,4,Male-Single,None,4,Life insurance,47,Bank,Own,3,Employee,2,Yes,Yes,Good
0-200,21,Existing credit paid back duly,Furniture,3976,None,4-7,2,Male-Single,None,3,Car,35,None,Own,1,Employee,1,Yes,Yes,Good
No Account,18,Existing credit paid back duly,New Car,6761,None,1-4,2,Male-Single,None,4,Car,68,None,Rent,2,Employee,1,None,Yes,Bad
No Account,24,Existing credit paid back duly,New Car,1249,<100,<1,4,Male-Married/Widowed,None,2,Real estate,28,None,Own,1,Employee,1,None,Yes,Good
None,9,Existing credit paid back duly,TV,1364,<100,4-7,3,Male-Single,None,4,Real estate,59,None,Own,1,Employee,1,None,Yes,Good
None,12,Existing credit paid back duly,TV,709,<100,>7,4,Male-Single,None,4,Real estate,57,Stores,Own,1,Unemployed-Resident,1,None,Yes,Bad
None,20,Other credits,New Car,2235,<100,1-4,4,Male-Married/Widowed,Guarantor,2,Life insurance,33,Bank,Rent,2,Employee,1,None,No,Bad
No Account,24,Other credits,Used Car,4042,None,4-7,3,Male-Single,None,4,Life insurance,43,None,Own,2,Employee,1,Yes,Yes,Good
No Account,15,Other credits,TV,1471,<100,1-4,4,Male-Single,None,4,None,35,None,Free,2,Employee,1,Yes,Yes,Good
None,18,All credit paid back duly,New Car,1442,<100,4-7,4,Male-Single,None,4,None,32,None,Free,2,Unemployed-Resident,2,None,Yes,Bad
No Account,36,Delayed,New Car,10875,<100,>7,2,Male-Single,None,2,Car,45,None,Own,2,Employee,2,Yes,Yes,Good
No Account,24,Existing credit paid back duly,New Car,1474,100-500,<1,4,Male-Married/Widowed,None,3,Real estate,33,None,Own,1,Employee,1,Yes,Yes,Good
No Account,10,Existing credit paid back duly,Retraining,894,None,4-7,4,Female-Divorced/Married,None,3,Life insurance,40,None,Own,1,Employee,1,Yes,Yes,Good
No Account,15,Other credits,Furniture,3343,<100,1-4,4,Male-Single,None,2,None,28,None,Free,1,Employee,1,Yes,Yes,Good
None,15,Existing credit paid back duly,New Car,3959,<100,1-4,3,Female-Divorced/Married,None,2,Life insurance,29,None,Own,1,Employee,1,Yes,Yes,Bad
No Account,9,Existing credit paid back duly,New Car,3577,100-500,1-4,1,Male-Single,Guarantor,2,Real estate,26,None,Rent,1,Employee,2,None,No,Good
No Account,24,Other credits,Used Car,5804,>1000,1-4,4,Male-Single,None,2,Real estate,27,None,Own,2,Employee,1,None,Yes,Good
No Account,18,Delayed,Bussiness,2169,<100,1-4,4,Male-Married/Widowed,None,2,Car,28,None,Own,1,Employee,1,Yes,Yes,Bad
None,24,Existing credit paid back duly,TV,2439,<100,<1,4,Female-Divorced/Married,None,4,Real estate,35,None,Own,1,Employee,1,Yes,Yes,Bad
No Account,27,Other credits,Furniture,4526,>1000,<1,4,Male-Single,None,2,Real estate,32,Stores,Own,2,Unemployed-Resident,2,Yes,Yes,Good
No Account,10,Existing credit paid back duly,Furniture,2210,<100,1-4,2,Male-Single,None,2,Real estate,25,Bank,Rent,1,Unemployed-Resident,1,None,Yes,Bad
No Account,15,Existing credit paid back duly,Furniture,2221,500-1000,1-4,2,Female-Divorced/Married,None,4,Car,20,None,Rent,1,Employee,1,None,Yes,Good
None,18,Existing credit paid back duly,TV,2389,<100,<1,4,Female-Divorced/Married,None,1,Car,27,Stores,Own,1,Employee,1,None,Yes,Good
No Account,12,Other credits,Furniture,3331,<100,>7,2,Male-Single,None,4,Life insurance,42,Stores,Own,1,Employee,1,None,Yes,Good
No Account,36,Existing credit paid back duly,Bussiness,7409,None,>7,3,Male-Single,None,2,Life insurance,37,None,Own,2,Employee,1,None,Yes,Good
None,12,Existing credit paid back duly,Furniture,652,<100,>7,4,Female-Divorced/Married,None,4,Life insurance,24,None,Rent,1,Employee,1,None,Yes,Good
No Account,36,Delayed,Furniture,7678,500-1000,4-7,2,Female-Divorced/Married,None,4,Car,40,None,Own,2,Employee,1,Yes,Yes,Good
>200,6,Other credits,New Car,1343,<100,>7,1,Male-Single,None,4,Real estate,46,None,Own,2,Employee,2,None,No,Good
None,24,Other credits,Bussiness,1382,100-500,4-7,4,Male-Single,None,1,Real estate,26,None,Own,2,Employee,1,Yes,Yes,Good
No Account,15,Existing credit paid back duly,Appliances,874,None,<1,4,Female-Divorced/Married,None,1,Real estate,24,None,Own,1,Employee,1,None,Yes,Good
None,12,Existing credit paid back duly,Furniture,3590,<100,1-4,2,Male-Single,Co-applicant,2,Life insurance,29,None,Own,1,Unemployed-Resident,2,None,Yes,Good
0-200,11,Other credits,New Car,1322,>1000,1-4,4,Female-Divorced/Married,None,4,Car,40,None,Own,2,Employee,1,None,Yes,Good
None,18,All credit paid back duly,TV,1940,<100,<1,3,Male-Single,Co-applicant,4,None,36,Bank,Free,1,Executive,1,Yes,Yes,Good
No Account,36,Existing credit paid back duly,TV,3595,<100,>7,4,Male-Single,None,2,Car,28,None,Own,1,Employee,1,None,Yes,Good
None,9,Existing credit paid back duly,New Car,1422,<100,<1,3,Male-Single,None,2,None,27,None,Free,1,Executive,1,Yes,Yes,Bad
No Account,30,Other credits,TV,6742,None,4-7,2,Male-Single,None,3,Life insurance,36,None,Own,2,Employee,1,None,Yes,Good
No Account,24,Existing credit paid back duly,Used Car,7814,<100,4-7,3,Male-Single,None,3,Car,38,None,Own,1,Executive,1,Yes,Yes,Good
No Account,24,Existing credit paid back duly,Used Car,9277,None,1-4,2,Male-Divorced,None,4,None,48,None,Free,1,Employee,1,Yes,Yes,Good
0-200,30,Other credits,New Car,2181,None,>7,4,Male-Single,None,4,Real estate,36,None,Own,2,Employee,1,None,Yes,Good
No Account,18,Other credits,TV,1098,<100,Unemployed,4,Female-Divorced/Married,None,4,Car,65,None,Own,2,Unemployed-Nonresident,1,None,Yes,Good
0-200,24,Existing credit paid back duly,Furniture,4057,<100,4-7,3,Male-Divorced,None,3,Car,43,None,Own,1,Employee,1,Yes,Yes,Bad
None,12,Existing credit paid back duly,Education,795,<100,<1,4,Female-Divorced/Married,None,4,Life insurance,53,None,Own,1,Employee,1,None,Yes,Bad
0-200,24,Other credits,Bussiness,2825,None,4-7,4,Male-Single,None,3,None,34,None,Own,2,Employee,2,Yes,Yes,Good
0-200,48,Existing credit paid back duly,Bussiness,15672,<100,1-4,2,Male-Single,None,2,Car,23,None,Own,1,Employee,1,Yes,Yes,Bad
No Account,36,Other credits,New Car,6614,<100,>7,4,Male-Single,None,4,Car,34,None,Own,2,Executive,1,Yes,Yes,Good
No Account,28,All credit paid back duly,Used Car,7824,None,<1,3,Male-Single,Guarantor,4,Real estate,40,Bank,Rent,2,Employee,2,Yes,Yes,Good
None,27,Other credits,Bussiness,2442,<100,>7,4,Male-Single,None,4,Car,43,Stores,Own,4,Executive,2,Yes,Yes,Good
No Account,15,Other credits,TV,1829,<100,>7,4,Male-Single,None,4,Car,46,None,Own,2,Employee,1,Yes,Yes,Good
None,12,Other credits,New Car,2171,<100,1-4,4,Male-Single,None,4,Life insurance,38,Bank,Own,2,Unemployed-Resident,1,None,No,Good
0-200,36,Other credits,Used Car,5800,<100,1-4,3,Male-Single,None,4,Car,34,None,Own,2,Employee,1,Yes,Yes,Good
No Account,18,Other credits,TV,1169,None,1-4,4,Male-Single,None,3,Life insurance,29,None,Own,2,Employee,1,Yes,Yes,Good
No Account,36,Delayed,Used Car,8947,None,4-7,3,Male-Single,None,2,Car,31,Stores,Own,1,Executive,2,Yes,Yes,Good
None,21,Existing credit paid back duly,TV,2606,<100,<1,4,Female-Divorced/Married,None,4,Life insurance,28,None,Rent,1,Executive,1,Yes,Yes,Good
No Account,12,Other credits,Furniture,1592,>1000,4-7,3,Female-Divorced/Married,None,2,Life insurance,35,None,Own,1,Employee,1,None,No,Good
No Account,15,Existing credit paid back duly,Furniture,2186,None,4-7,1,Female-Divorced/Married,None,4,Real estate,33,Bank,Rent,1,Unemployed-Resident,1,None,Yes,Good
None,18,Existing credit paid back duly,Furniture,4153,<100,1-4,2,Male-Single,Co-applicant,3,Car,42,None,Own,1,Employee,1,None,Yes,Bad
None,16,Other credits,New Car,2625,<100,>7,2,Male-Single,Guarantor,4,Life insurance,43,Bank,Rent,1,Employee,1,Yes,Yes,Bad
No Account,20,Other credits,New Car,3485,None,<1,2,Male-Divorced,None,4,Real estate,44,None,Own,2,Employee,1,Yes,Yes,Good
No Account,36,Other credits,Used Car,10477,None,>7,2,Male-Single,None,4,None,42,None,Free,2,Employee,1,None,Yes,Good
No Account,15,Existing credit paid back duly,TV,1386,None,1-4,4,Male-Married/Widowed,None,2,Real estate,40,None,Rent,1,Employee,1,Yes,Yes,Good
No Account,24,Existing credit paid back duly,TV,1278,<100,>7,4,Male-Single,None,1,Real estate,36,None,Own,1,Executive,1,Yes,Yes,Good
None,12,Existing credit paid back duly,TV,1107,<100,1-4,2,Male-Single,None,2,Real estate,20,None,Rent,1,Executive,2,Yes,Yes,Good
None,21,Existing credit paid back duly,New Car,3763,None,4-7,2,Male-Single,Co-applicant,2,Real estate,24,None,Own,1,Unemployed-Resident,1,None,No,Good
0-200,36,Existing credit paid back duly,Education,3711,None,1-4,2,Male-Married/Widowed,None,2,Car,27,None,Own,1,Employee,1,None,Yes,Good
No Account,15,Delayed,Used Car,3594,<100,<1,1,Female-Divorced/Married,None,2,Life insurance,46,None,Own,2,Unemployed-Resident,1,None,Yes,Good
0-200,9,Existing credit paid back duly,New Car,3195,None,1-4,1,Female-Divorced/Married,None,2,Real estate,33,None,Own,1,Unemployed-Resident,1,None,Yes,Good
No Account,36,Delayed,TV,4454,<100,1-4,4,Female-Divorced/Married,None,4,Real estate,34,None,Own,2,Employee,1,None,Yes,Good
0-200,24,Other credits,Furniture,4736,<100,<1,2,Female-Divorced/Married,None,4,Car,25,Bank,Own,1,Unemployed-Resident,1,None,Yes,Bad
0-200,30,Existing credit paid back duly,TV,2991,None,>7,2,Female-Divorced/Married,None,4,Car,25,None,Own,1,Employee,1,None,Yes,Good
No Account,11,Existing credit paid back duly,Bussiness,2142,>1000,>7,1,Male-Divorced,None,2,Real estate,28,None,Own,1,Employee,1,Yes,Yes,Good
None,24,All credit paid back duly,Bussiness,3161,<100,1-4,4,Male-Single,None,2,Life insurance,31,None,Rent,1,Employee,1,Yes,Yes,Bad
0-200,48,No credit,Others,18424,<100,1-4,1,Female-Divorced/Married,None,2,Life insurance,32,Bank,Own,1,Executive,1,Yes,No,Bad
No Account,10,Existing credit paid back duly,Used Car,2848,100-500,1-4,1,Male-Single,Co-applicant,2,Real estate,32,None,Own,1,Employee,2,None,Yes,Good
None,6,Existing credit paid back duly,New Car,14896,<100,>7,1,Male-Single,None,4,None,68,Bank,Own,1,Executive,1,Yes,Yes,Bad
None,24,Existing credit paid back duly,Furniture,2359,100-500,Unemployed,1,Male-Divorced,None,1,Life insurance,33,None,Own,1,Employee,1,None,Yes,Bad
None,24,Existing credit paid back duly,Furniture,3345,<100,>7,4,Male-Single,None,2,Life insurance,39,None,Rent,1,Executive,1,Yes,Yes,Bad
No Account,18,Other credits,Furniture,1817,<100,1-4,4,Female-Divorced/Married,None,2,None,28,None,Own,2,Employee,1,None,Yes,Good
No Account,48,Delayed,TV,12749,500-1000,4-7,4,Male-Single,None,1,Car,37,None,Own,1,Executive,1,Yes,Yes,Good
None,9,Existing credit paid back duly,TV,1366,<100,<1,3,Female-Divorced/Married,None,4,Life insurance,22,None,Rent,1,Employee,1,None,Yes,Bad
0-200,12,Existing credit paid back duly,New Car,2002,<100,4-7,3,Male-Single,None,4,Life insurance,30,None,Rent,1,Employee,2,Yes,Yes,Good
None,24,All credit paid back duly,Furniture,6872,<100,<1,2,Male-Divorced,None,1,Life insurance,55,Bank,Own,1,Employee,1,Yes,Yes,Bad
None,12,All credit paid back duly,New Car,697,<100,<1,4,Male-Single,None,2,Car,46,Bank,Own,2,Employee,1,Yes,Yes,Bad
None,18,Other credits,Furniture,1049,<100,<1,4,Female-Divorced/Married,None,4,Life insurance,21,None,Rent,1,Employee,1,None,Yes,Good
None,48,Existing credit paid back duly,Used Car,10297,<100,4-7,4,Male-Single,None,4,None,39,Stores,Free,3,Employee,2,Yes,Yes,Bad
No Account,30,Existing credit paid back duly,TV,1867,None,>7,4,Male-Single,None,4,Car,58,None,Own,1,Employee,1,Yes,Yes,Good
None,12,Delayed,New Car,1344,<100,1-4,4,Male-Single,None,2,Real estate,43,None,Own,2,Unemployed-Resident,2,None,Yes,Good
None,24,Existing credit paid back duly,Furniture,1747,<100,<1,4,Male-Single,Co-applicant,1,Life insurance,24,None,Own,1,Unemployed-Resident,1,None,No,Good
0-200,9,Existing credit paid back duly,TV,1670,<100,<1,4,Female-Divorced/Married,None,2,Car,22,None,Own,1,Employee,1,Yes,Yes,Bad
No Account,9,Other credits,New Car,1224,<100,1-4,3,Male-Single,None,1,Real estate,30,None,Own,2,Employee,1,None,Yes,Good
No Account,12,Other credits,TV,522,500-1000,>7,4,Male-Single,None,4,Life insurance,42,None,Own,2,Employee,2,Yes,Yes,Good
None,12,Existing credit paid back duly,TV,1498,<100,1-4,4,Female-Divorced/Married,None,1,Car,23,Bank,Own,1,Employee,1,None,Yes,Good
0-200,30,Delayed,TV,1919,100-500,<1,4,Male-Single,None,3,None,30,Stores,Own,2,Executive,1,None,Yes,Bad
>200,9,Existing credit paid back duly,TV,745,<100,1-4,3,Female-Divorced/Married,None,2,Real estate,28,None,Own,1,Unemployed-Resident,1,None,Yes,Bad
0-200,6,Existing credit paid back duly,TV,2063,<100,<1,4,Male-Married/Widowed,None,3,Car,30,None,Rent,1,Executive,1,Yes,Yes,Good
0-200,60,Existing credit paid back duly,Education,6288,<100,1-4,4,Male-Single,None,4,None,42,None,Free,1,Employee,1,None,Yes,Bad
No Account,24,Other credits,Used Car,6842,None,1-4,2,Male-Single,None,4,Life insurance,46,None,Own,2,Executive,2,Yes,Yes,Good
No Account,12,Existing credit paid back duly,New Car,3527,None,<1,2,Male-Single,None,3,Life insurance,45,None,Own,1,Executive,2,Yes,Yes,Good
No Account,10,Existing credit paid back duly,New Car,1546,<100,1-4,3,Male-Single,None,2,Real estate,31,None,Own,1,Unemployed-Resident,2,None,No,Good
No Account,24,Existing credit paid back duly,Furniture,929,None,4-7,4,Male-Single,None,2,Car,31,Stores,Own,1,Employee,1,Yes,Yes,Good
No Account,4,Other credits,New Car,1455,<100,4-7,2,Male-Single,None,1,Real estate,42,None,Own,3,Unemployed-Resident,2,None,Yes,Good
None,15,Existing credit paid back duly,Furniture,1845,<100,<1,4,Female-Divorced/Married,Guarantor,1,Life insurance,46,None,Rent,1,Employee,1,None,Yes,Good
0-200,48,No credit,New Car,8358,500-1000,<1,1,Female-Divorced/Married,None,1,Car,30,None,Own,2,Employee,1,None,Yes,Good
